Student ID,Matched College,Utility,Matched
0,75,1.5709280736197864,True
1,71,1.6310496783794153,True
2,16,1.6081521730173016,True
3,69,1.726488721140715,True
4,17,1.7922646027356266,True
5,-1,0.0,False
6,-1,0.0,False
7,-1,0.0,False
8,-1,0.0,False
9,33,1.5931649924748994,True
10,-1,0.0,False
11,-1,0.0,False
12,-1,0.0,False
13,-1,0.0,False
14,-1,0.0,False
15,-1,0.0,False
16,-1,0.0,False
17,-1,0.0,False
18,-1,0.0,False
19,-1,0.0,False
20,-1,0.0,False
21,-1,0.0,False
22,-1,0.0,False
23,-1,0.0,False
24,-1,0.0,False
25,-1,0.0,False
26,-1,0.0,False
27,-1,0.0,False
28,-1,0.0,False
29,-1,0.0,False
30,16,1.6904605229512168,True
31,-1,0.0,False
32,-1,0.0,False
33,-1,0.0,False
34,-1,0.0,False
35,56,1.5347057682555634,True
36,-1,0.0,False
37,-1,0.0,False
38,-1,0.0,False
39,52,1.7835395711720967,True
40,-1,0.0,False
41,-1,0.0,False
42,-1,0.0,False
43,50,1.6079498255707003,True
44,-1,0.0,False
45,-1,0.0,False
46,-1,0.0,False
47,24,1.551622880118373,True
48,-1,0.0,False
49,-1,0.0,False
50,-1,0.0,False
51,-1,0.0,False
52,-1,0.0,False
53,-1,0.0,False
54,-1,0.0,False
55,-1,0.0,False
56,-1,0.0,False
57,51,1.6619820431359247,True
58,-1,0.0,False
59,-1,0.0,False
60,-1,0.0,False
61,-1,0.0,False
62,-1,0.0,False
63,-1,0.0,False
64,-1,0.0,False
65,-1,0.0,False
66,-1,0.0,False
67,22,1.6270213566517593,True
68,-1,0.0,False
69,17,1.8269565716679543,True
70,-1,0.0,False
71,-1,0.0,False
72,-1,0.0,False
73,-1,0.0,False
74,-1,0.0,False
75,-1,0.0,False
76,-1,0.0,False
77,-1,0.0,False
78,-1,0.0,False
79,-1,0.0,False
80,73,1.5911327645432078,True
81,35,1.9570348093094105,True
82,-1,0.0,False
83,-1,0.0,False
84,-1,0.0,False
85,-1,0.0,False
86,-1,0.0,False
87,93,1.9073162220298494,True
88,90,1.642844025344552,True
89,-1,0.0,False
90,-1,0.0,False
91,-1,0.0,False
92,-1,0.0,False
93,-1,0.0,False
94,-1,0.0,False
95,22,1.5174911422971158,True
96,-1,0.0,False
97,-1,0.0,False
98,-1,0.0,False
99,-1,0.0,False
100,-1,0.0,False
101,-1,0.0,False
102,-1,0.0,False
103,16,1.620193089694643,True
104,-1,0.0,False
105,-1,0.0,False
106,-1,0.0,False
107,47,1.5529922225787978,True
108,-1,0.0,False
109,-1,0.0,False
110,-1,0.0,False
111,-1,0.0,False
112,40,1.572008214704493,True
113,-1,0.0,False
114,-1,0.0,False
115,-1,0.0,False
116,24,1.5952125668724348,True
117,-1,0.0,False
118,72,1.5278583465389644,True
119,-1,0.0,False
120,-1,0.0,False
121,-1,0.0,False
122,-1,0.0,False
123,-1,0.0,False
124,54,1.7263064781492226,True
125,72,1.5933913940872562,True
126,25,1.6387740143285014,True
127,-1,0.0,False
128,59,1.9036457515683791,True
129,-1,0.0,False
130,-1,0.0,False
131,-1,0.0,False
132,-1,0.0,False
133,-1,0.0,False
134,35,1.8838350520305007,True
135,-1,0.0,False
136,69,1.6630127980829066,True
137,-1,0.0,False
138,-1,0.0,False
139,-1,0.0,False
140,-1,0.0,False
141,87,1.5802692077989715,True
142,-1,0.0,False
143,-1,0.0,False
144,-1,0.0,False
145,-1,0.0,False
146,-1,0.0,False
147,-1,0.0,False
148,-1,0.0,False
149,-1,0.0,False
150,-1,0.0,False
151,-1,0.0,False
152,-1,0.0,False
153,-1,0.0,False
154,-1,0.0,False
155,-1,0.0,False
156,-1,0.0,False
157,-1,0.0,False
158,-1,0.0,False
159,-1,0.0,False
160,0,1.4777679740691192,True
161,-1,0.0,False
162,-1,0.0,False
163,-1,0.0,False
164,-1,0.0,False
165,-1,0.0,False
166,-1,0.0,False
167,-1,0.0,False
168,-1,0.0,False
169,-1,0.0,False
170,-1,0.0,False
171,-1,0.0,False
172,23,1.7912923440539763,True
173,-1,0.0,False
174,80,1.6223733649739098,True
175,-1,0.0,False
176,71,1.6620583794249506,True
177,-1,0.0,False
178,-1,0.0,False
179,-1,0.0,False
180,-1,0.0,False
181,-1,0.0,False
182,-1,0.0,False
183,-1,0.0,False
184,38,1.5756567953952128,True
185,-1,0.0,False
186,-1,0.0,False
187,-1,0.0,False
188,-1,0.0,False
189,-1,0.0,False
190,-1,0.0,False
191,-1,0.0,False
192,-1,0.0,False
193,-1,0.0,False
194,74,1.6201694298543021,True
195,73,1.5911024883295117,True
196,-1,0.0,False
197,-1,0.0,False
198,33,1.7739683652114637,True
199,14,1.5222765899829405,True
200,-1,0.0,False
201,-1,0.0,False
202,-1,0.0,False
203,-1,0.0,False
204,-1,0.0,False
205,-1,0.0,False
206,-1,0.0,False
207,-1,0.0,False
208,-1,0.0,False
209,-1,0.0,False
210,-1,0.0,False
211,-1,0.0,False
212,93,1.8909179978732038,True
213,-1,0.0,False
214,-1,0.0,False
215,37,1.6975305355384314,True
216,-1,0.0,False
217,69,1.8029823875543012,True
218,-1,0.0,False
219,-1,0.0,False
220,-1,0.0,False
221,23,1.5467489348196009,True
222,-1,0.0,False
223,-1,0.0,False
224,-1,0.0,False
225,-1,0.0,False
226,-1,0.0,False
227,-1,0.0,False
228,-1,0.0,False
229,-1,0.0,False
230,-1,0.0,False
231,-1,0.0,False
232,-1,0.0,False
233,64,1.5231442699755324,True
234,-1,0.0,False
235,71,1.502300666274969,True
236,-1,0.0,False
237,73,1.5932482393389986,True
238,-1,0.0,False
239,64,1.6869241758413611,True
240,92,1.470591659458651,True
241,-1,0.0,False
242,-1,0.0,False
243,-1,0.0,False
244,-1,0.0,False
245,-1,0.0,False
246,-1,0.0,False
247,-1,0.0,False
248,-1,0.0,False
249,-1,0.0,False
250,-1,0.0,False
251,-1,0.0,False
252,-1,0.0,False
253,-1,0.0,False
254,93,1.7783275758310406,True
255,-1,0.0,False
256,8,1.6774416378401957,True
257,75,1.5529882714318415,True
258,-1,0.0,False
259,-1,0.0,False
260,25,1.6405826179888043,True
261,-1,0.0,False
262,-1,0.0,False
263,-1,0.0,False
264,-1,0.0,False
265,28,1.6114851484629074,True
266,64,1.6267765738238418,True
267,-1,0.0,False
268,-1,0.0,False
269,-1,0.0,False
270,22,1.6580699171653506,True
271,75,1.5750563827881676,True
272,-1,0.0,False
273,-1,0.0,False
274,-1,0.0,False
275,33,1.893236944406314,True
276,-1,0.0,False
277,-1,0.0,False
278,-1,0.0,False
279,88,1.6689139698146664,True
280,-1,0.0,False
281,82,1.576594339349064,True
282,-1,0.0,False
283,-1,0.0,False
284,-1,0.0,False
285,-1,0.0,False
286,67,1.8802359793112968,True
287,53,1.4996534256704745,True
288,-1,0.0,False
289,-1,0.0,False
290,-1,0.0,False
291,-1,0.0,False
292,-1,0.0,False
293,22,1.6052108448539593,True
294,-1,0.0,False
295,14,1.6281653861673275,True
296,-1,0.0,False
297,-1,0.0,False
298,-1,0.0,False
299,54,1.633335973287354,True
300,-1,0.0,False
301,-1,0.0,False
302,-1,0.0,False
303,-1,0.0,False
304,30,1.5872777479252183,True
305,-1,0.0,False
306,75,1.5694959867107556,True
307,-1,0.0,False
308,-1,0.0,False
309,-1,0.0,False
310,-1,0.0,False
311,-1,0.0,False
312,-1,0.0,False
313,-1,0.0,False
314,-1,0.0,False
315,-1,0.0,False
316,-1,0.0,False
317,-1,0.0,False
318,-1,0.0,False
319,1,1.755645936694513,True
320,-1,0.0,False
321,-1,0.0,False
322,-1,0.0,False
323,-1,0.0,False
324,-1,0.0,False
325,-1,0.0,False
326,71,1.5685359028394315,True
327,36,1.9404844147641973,True
328,-1,0.0,False
329,-1,0.0,False
330,-1,0.0,False
331,-1,0.0,False
332,-1,0.0,False
333,-1,0.0,False
334,-1,0.0,False
335,-1,0.0,False
336,-1,0.0,False
337,-1,0.0,False
338,-1,0.0,False
339,-1,0.0,False
340,-1,0.0,False
341,-1,0.0,False
342,-1,0.0,False
343,-1,0.0,False
344,7,1.4025107687782326,True
345,-1,0.0,False
346,-1,0.0,False
347,-1,0.0,False
348,-1,0.0,False
349,23,1.7583276210903227,True
350,-1,0.0,False
351,-1,0.0,False
352,33,1.7489329349866394,True
353,-1,0.0,False
354,22,1.5860617373191674,True
355,-1,0.0,False
356,-1,0.0,False
357,64,1.7938419837586315,True
358,-1,0.0,False
359,-1,0.0,False
360,-1,0.0,False
361,-1,0.0,False
362,-1,0.0,False
363,-1,0.0,False
364,0,1.5186123178734667,True
365,-1,0.0,False
366,-1,0.0,False
367,-1,0.0,False
368,-1,0.0,False
369,-1,0.0,False
370,-1,0.0,False
371,-1,0.0,False
372,-1,0.0,False
373,-1,0.0,False
374,-1,0.0,False
375,-1,0.0,False
376,30,1.6453277380992843,True
377,-1,0.0,False
378,-1,0.0,False
379,-1,0.0,False
380,-1,0.0,False
381,-1,0.0,False
382,68,1.5855438970398865,True
383,30,1.585944700903033,True
384,-1,0.0,False
385,62,1.621097768038031,True
386,-1,0.0,False
387,-1,0.0,False
388,12,1.5281508641329102,True
389,47,1.5133036433287967,True
390,-1,0.0,False
391,-1,0.0,False
392,-1,0.0,False
393,17,1.7419131404927652,True
394,-1,0.0,False
395,-1,0.0,False
396,-1,0.0,False
397,90,1.466419196151982,True
398,-1,0.0,False
399,-1,0.0,False
400,-1,0.0,False
401,59,1.7009237835364783,True
402,-1,0.0,False
403,12,1.638299735079912,True
404,-1,0.0,False
405,-1,0.0,False
406,-1,0.0,False
407,-1,0.0,False
408,-1,0.0,False
409,-1,0.0,False
410,-1,0.0,False
411,-1,0.0,False
412,33,1.976123374009268,True
413,-1,0.0,False
414,-1,0.0,False
415,43,1.5889703234133215,True
416,-1,0.0,False
417,-1,0.0,False
418,-1,0.0,False
419,-1,0.0,False
420,-1,0.0,False
421,-1,0.0,False
422,67,1.8588961279021703,True
423,38,1.50381857492139,True
424,-1,0.0,False
425,-1,0.0,False
426,-1,0.0,False
427,-1,0.0,False
428,-1,0.0,False
429,-1,0.0,False
430,-1,0.0,False
431,73,1.5706492008478015,True
432,-1,0.0,False
433,-1,0.0,False
434,-1,0.0,False
435,-1,0.0,False
436,-1,0.0,False
437,40,1.8657738519387197,True
438,-1,0.0,False
439,-1,0.0,False
440,-1,0.0,False
441,-1,0.0,False
442,95,1.4529160781565504,True
443,-1,0.0,False
444,-1,0.0,False
445,12,1.6839892546203308,True
446,-1,0.0,False
447,-1,0.0,False
448,-1,0.0,False
449,-1,0.0,False
450,2,1.588628449673061,True
451,-1,0.0,False
452,-1,0.0,False
453,67,1.7695532072113815,True
454,-1,0.0,False
455,-1,0.0,False
456,87,1.540925856719377,True
457,-1,0.0,False
458,-1,0.0,False
459,-1,0.0,False
460,-1,0.0,False
461,74,1.645280929733991,True
462,-1,0.0,False
463,-1,0.0,False
464,-1,0.0,False
465,-1,0.0,False
466,-1,0.0,False
467,-1,0.0,False
468,-1,0.0,False
469,-1,0.0,False
470,-1,0.0,False
471,-1,0.0,False
472,-1,0.0,False
473,16,1.746754227685818,True
474,-1,0.0,False
475,69,1.7169495763807658,True
476,-1,0.0,False
477,-1,0.0,False
478,-1,0.0,False
479,-1,0.0,False
480,-1,0.0,False
481,-1,0.0,False
482,-1,0.0,False
483,-1,0.0,False
484,-1,0.0,False
485,-1,0.0,False
486,-1,0.0,False
487,-1,0.0,False
488,-1,0.0,False
489,88,1.838803678356127,True
490,-1,0.0,False
491,-1,0.0,False
492,-1,0.0,False
493,64,1.5489315742388254,True
494,12,1.5615865646997735,True
495,-1,0.0,False
496,-1,0.0,False
497,90,1.5752788671469895,True
498,-1,0.0,False
499,-1,0.0,False
500,-1,0.0,False
501,-1,0.0,False
502,-1,0.0,False
503,-1,0.0,False
504,-1,0.0,False
505,-1,0.0,False
506,-1,0.0,False
507,-1,0.0,False
508,-1,0.0,False
509,-1,0.0,False
510,-1,0.0,False
511,52,1.8053006247362133,True
512,-1,0.0,False
513,88,1.6454887396403994,True
514,-1,0.0,False
515,-1,0.0,False
516,-1,0.0,False
517,-1,0.0,False
